index,comment,n_star,date_time,label
1362,Đt gì mà mới mua 1 tháng tự nhiên đang chơi game hay dùng 1 ứng dụng nào đó là nó văng lên crome cứ 5 phút là văng lên cay,1,28/03/2020,{PERFORMANCE#Negative};
1363,"Rất ổn, để test thêm vài tuần xem sao. Nghe đâu con này rất hot nên quyết định mua thử dùng",5,11/6/2020,{GENERAL#Positive};{OTHERS};
1364,"Khá thất vọng, cứ 30p lại mất kết nối wifi 1 lần, pin tụt không phanh đc cái cấu hình khá ổn",3,17/10/2019,{BATTERY#Negative};{PERFORMANCE#Positive};{GENERAL#Negative};
1365,"K hiểu tại sao giá lại 4tr3 trong khi sài chip 450 màn hd chụp ảnh cũng bt chơi game lag cảm ứng cũng k nhạy lắm nói chung với giá 4tr3 là k xứng đáng 
Đã mua ở tgdd và sài dc 1 tháng cảm thấy sản phẩm k đáng giá 4tr3",1,24/05/2020,{SCREEN#Neutral};{CAMERA#Neutral};{FEATURES#Negative};{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Negative};
1366,"Mình đang sử dụng cả hai loại live và live4 dùng rất OK .live 4 chụp ảnh đêm cực đep,pin châu",5,3 ngày trước,{CAMERA#Positive};{BATTERY#Positive};{GENERAL#Positive};
1367,5tr5 cấu hình ngoại hình ko chê vào đâu được.may nóng ngày đầu thôi.qua ngày sau chơi ko thấy nóng nữa.camera chụp rất đẹp,5,15/10/2019,{CAMERA#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};
1368,Tôi thường bị đứng máy và không nhận được phản hồi từ ứng dụng messenger facebook sau mỗi lần chụp hình trong ứng dụng messenger.,3,17/03/2020,{PERFORMANCE#Negative};
1369,"Nói chung là giống điện thoại, pin trâu, mồm to, 2 mắt cú mèo, nói chung là hài lòng, dùng được 4 ngày, khi mua hãy kiểm tra kỹ để tránh phải đổi lại",5,3/9/2019,{GENERAL#Positive};{OTHERS};
1370,Máy hoạt động chậm như rùa cảm ứng không tốt một vài tuần sau bắt đầu lag rồi đứng máy luôn rất ức chế bơm vậy mình sẽ ko mua,1,8/4/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
1371,"Càng ngày càng bực với máy này, đủ các loại lỗi. Lúc trước không xạc pin được mang đi sửa. Giờ thì không xạc nhanh được. Nhiều lúc muốn đập cho rồi.",1,14/08/2020,{BATTERY#Negative};{OTHERS};
1372,"Trên cả tuyệt vời. Ngoại hình đẹp, cam tốt, pin khoẻ. Chỉ tiếc dung lượng bộ nhớ hơi ít mà lại ko hỗ trợ thẻ nhớ ngoài. Ủng hộ hàng VN.",5,5 ngày trước,{CAMERA#Positive};{BATTERY#Positive};{STORAGE#Negative};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1373,"Sau khi sử dụng được 2 tháng mình nhận thấy Máy màn hình đẹp pin ổn, hiệu năng chơi game khá, camera ổn sạc nhanh wiffi mạnh. Nói chung tạm ổn trong tầm giá.",5,23/04/2020,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};{PRICE#Neutral};{GENERAL#Neutral};
1374,"Sản phẩm tốt quá thế giới di động ơi, vừa đẹp vừa sang trọng, quan trọng hơn hết là sản phẩm trái táo khuyết.",4,2/1/2020,{DESIGN#Positive};{GENERAL#Positive};{OTHERS};
1375,Em mới mua được 2 tuần.pin thì ok.nhưng có cái chơi game liên quân giật lag và nhiều lúc không thấy tướng trong game.điểm trừ rất cao cho dòng này,2,3 tuần trước,{BATTERY#Positive};{PERFORMANCE#Negative};
1376,"Máy cầm chắc tay, game mướt, cam ổn! Chơi game nặng nóng máy, game nhẹ thì ko sao.
Nhân viên dễ thương giống tui =)))))))",5,14/10/2019,{CAMERA#Positive};{PERFORMANCE#Neutral};{DESIGN#Positive};{SER&ACC#Positive};
1377,"Máy tàu lau , quảng cáo liên tục . Cảm ứng không nhạy . Lại tgdd hỏi thì đổi thừa kh cho đổi máy khác . Bực hết sức",1,3/1/2020,{FEATURES#Negative};{GENERAL#Negative};{SER&ACC#Negative};
1378,Máy mới mua o tgdd về dùng.hết pin có cần sạc 3 lần 8 tiếng ko ạ.................,4,23/02/2020,{OTHERS};
1379,Mình mua gần 6 thág ui nói chung là tốt về tầm giá pin trâu máy tạm ổn chơi đc các dòng game m.n cứ yên tâm sử dụng nha tầm giá này là ok lm uu,4,2/10/2019,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
1380,"Ko thể lưu danh bạ mới vào sim, mở danh bạ cũng ko hiển thị d.bạ của sim,nếu đc thì xin nhờ ktv hướng dẫn, tks.",4,22/07/2020,{FEATURES#Negative};{OTHERS};
1381,sản phẩm tốt.game bubg chỉnh cấu hình cao hơi lag xíu.về cấu hình thấp mượt thì vẫn ngon mượt mà.Liên quân mobile cấu hình cực cao đáp ứng rất tuyệt..đa nhiệm tốc độ xử lý nhah ko bị văg hay đơ máy .tyệt,4,3 tuần trước,{PERFORMANCE#Neutral};{GENERAL#Positive};
1382,"Sau 1 tuần sử dụng mình thấy: pin sạc khá nhanh, màn hình nhiều lúc không nhạy cảm ứng lắm, game k bị thoát ra khi chơi. Nhân viên bên QCôi - Quỳnh Phụ- Thái Bình rất nhiệt tình",5,3 tuần trước,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Positive};
1383,"Máy nhìn ngoài đẹp, pin lâu chụp hình được giá vậy rất ok. Mua tại tgdd Cầu Kè Trà Vinh mọi người rất chu đáo tận tình mình rất thích. Khuyên mọi người nên mua bản 4/64 là ngon nhất.",5,3 tuần trước,{CAMERA#Positive};{BATTERY#Positive};{DESIGN#Positive};{PRICE#Positive};{SER&ACC#Positive};
1384,"Cho 10 sao luôn, Pin cực trâu với giá rẻ, mới mua chơi PUBG, Liên Quân liên tục 3-4 tiếng vẫn còn >50% và cực mượt không lag, giật.
Quá ngon, mấy dòng khác chơi vài ván phải đi sạt.",5,22/04/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};
1385,Máy sạc 1 lúc đã báo quá nóng cần ngừng sạc. Gần đây thì sạc đến 76% đã ghi là sạc đầy. Dùng thỉnh thoảng lag và bị out khỏi ứng dụng. Mình khá thất vọng về sản phẩm này. Mong được hỗ trợ từ thegioididong,1,21/05/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};
1386,dùng thì ok   có mỗi khuyết điểm là dễ trầy xước nhất là cạnh viền và cụm camera,5,22/04/2019,{DESIGN#Negative};{GENERAL#Positive};
1387,"Cho em hỏi, sản phẩm này không có dấu chấm thông báo trên đt ạ?
Sản phẩm xài rất mượt và ổn, ngoại trừ phần loa k hay với lớn lắm. Chụp ảnh tạm đc, phóng to ảnh k rõ nét, nhưng bù lại chơi game hay sử dụng những ứng dụng nặng lại cực kì mượt",4,3 ngày trước,{CAMERA#Neutral};{FEATURES#Negative};{PERFORMANCE#Positive};
1388,"Đt chụp hình rất đẹp, tuy nhiên hơi lag nhưng chơi game nặng thì khá mượt, sp có hình dáng đẹp mắt",5,24/03/2020,{CAMERA#Positive};{PERFORMANCE#Neutral};{DESIGN#Positive};
1389,"Quá ngon,pin trâu,sạc 2h đầy rồi,liên quân bật full tất cả mà vẫn mượt,từ khi cập nhật lên bản MIUI mới chơi game k còn nóng nữa,camera cũng rất ổn",5,12/11/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1390,"Mới sử dụng đc 5 ngày . Máy đẹp, chụp ảnh đẹp mỗi tội máy thi thoảng vào game hoặc ứng dụng nhiều khi hơi đơ dù mình chơi game phổ thông chứ không chơi game đồ họa. Nv tgdd nhiệt tình",4,10/1/2020,{CAMERA#Positive};{PERFORMANCE#Negative};{DESIGN#Positive};{SER&ACC#Positive};{OTHERS};
1391,Bắt  wifi còn quá yếu .dù đã nâng cấp phiên bản mới nhưng vẫn còn yếu.mong sớm khắc phục lại,3,1/4/2020,{FEATURES#Negative};{PERFORMANCE#Negative};
1392,"Máy mình sử dụng gần 2 năm rồi vẫn chạy mượt, thiết kế đẹp, pin xài rất ok, iOS vẫn cứ ngon nhất, khác xa android! , sản phẩm iphone 7 plus 32gb lướt game mạnh không bị lách, lên mạng nhanh cấu hình mạnh chạy ổn định",5,16/09/2018,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};
1393,"Trước giờ chưa từng sử dụng ip bao giờ, giờ đổi sang ip là 1 quyết định đúng chụp hình hiệu năng sang trọng cầm vào tay cảm giác rất thích. Pin hơi kém chủ yếu xem phim online zalo Facebook. Nhân viên nhiệt tình vui vẻ",5,21/12/2018,{CAMERA#Positive};{BATTERY#Negative};{DESIGN#Positive};{SER&ACC#Positive};
1394,"Sản phẩn chất lượng tốt, tuy nhiên pin sạc cảm giác hơi lâu vào một chút, còn lại mọi thứ đều ổn.",5,11/5/2018,{BATTERY#Negative};{GENERAL#Positive};
1395,"Mua máy từ hồi ra mắt xài lâu lâu bị đứng máy, lỗi 1 số ứng dụng như messenger... Hơi thất vọng về sản phẩm này.",1,3/6/2020,{PERFORMANCE#Negative};{GENERAL#Negative};
1396,"Sau khi mình sử dụng Note 9S được vài ngày và quyết định thêm 500k lấy Note 9 Pro. Note 9 Pro thấy cũng đáng tiền hơn Note 9S. 
Note 9 Pro được cải hiện sạc nhanh 30W. 
Camera 64MP thấy cũng ổn áp. 
Cải hiện Motor rung như mấy dòng Cao cấp. 
Có luôn NFC mà Note 9S lại không có. 
Mình thích màu xanh lá của Note 9 Pro ( xanh lá đặc biệt ) 
Bắt wifi 5Ghz quá ngon, Sóng 4G cũng căng đét k có yếu gì cả. 
Còn độ bền mình sẽ đánh giá sau. Hihi",4,2 tuần trước,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{DESIGN#Positive};{PRICE#Neutral};{OTHERS};
1397,"Sau khi sử dụng thì e cảm thấy máy dùng rất ổn, chơi  game mượt max setting cũng ngon , pin trâu , sạc nhanh .",5,4 tuần trước,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1398,Sản phẩm ok chất lượng sài im ru chứ đâu giống như mấy bạn đánh giá đâu mình thấy sài tốt lắm nay dc tuần rồi rẻ mà đẹp mà lại là samsung mình rất thích,5,17/10/2019,{GENERAL#Positive};{OTHERS};
1399,"Mình mua máy từ ngày 27/12/2019 ở cửa hàng TDDĐ tại Nguyễn Bỉnh Khiêm.
Xài rất ổn, không chê chỗ nào được.
Cho tới ngày 02/01/2020, máy cảm ứng bị lỗi, nhận diện khuôn mặt và nhận diện vâ  tay kém. Cảm ứng bị lỗi rất tệ bì nó chập chờn hoài, cảm giác như màn hình bị hư vậy. Mong cty xem xét lại sản phẩm. Mình không hài lòng chút nào đối vs sản phẩm mới ra này. Tính ra mình xài chưa đến 2 tuần.",1,2/1/2020,{SCREEN#Negative};{FEATURES#Negative};{GENERAL#Neutral};{OTHERS};
1400,Đã suy nghĩ rất nhiều và quyết định lấy em nó. và k thất vọng,5,13/03/2020,{GENERAL#Positive};
1401,Hàng chất lượng sai rất ok cho thế giới đi đông 5 sao .Mình mua hơn 4 tháng mà thấy rất tuyệt vời thanks nhà bạn hàng số 1 Viêt Năm.,5,11/2/2020,{GENERAL#Positive};{SER&ACC#Positive};
1402,"Máy rất chậm, dùng hay bị đơ. Ko bằng mấy con 4 - 5tr. Máy rất chậm, dùng hay bị đơ. Ko bằng mấy con 4 - 5tr",1,25/04/2020,{PERFORMANCE#Negative};{PRICE#Neutral};
1403,Chưa tốt pin dỡ thua các dòng máy khác sạc đầy 100% vào buổi sáng thì xài hết vài 4h chiều còn các loại máy khác thì 2 ngày mới hết pin còn các cái khác tạm ổn,3,1/5/2020,{BATTERY#Negative};{GENERAL#Neutral};
1404,"Sản phẩm đẹp, tốt, tuy phân vân giữa oppo vs samsung nhưng thấy đt a11 này xài tốt. Nhưng có điểm yếu là ko phù hợp cho mục đích chơi game vì rất lag và ko phù hợp cho việc chụp ảnh vì camera hơi mờ",5,27/06/2020,{CAMERA#Negative};{PERFORMANCE#Negative};{DESIGN#Positive};{GENERAL#Positive};
1405,"Qua 2 tháng sử dụng điện thoại, mình thấy điện thoại rất tốt trong tầm giá, lướt rất mượt, mở 4G chơi game (không phải Liên Quân, PUBG, Free fire) bao cả ngày (vì mình không chơi các game trên nên chưa test). Sạc pin cực kì, cực kì nhanh. Loa nghe rất phê pha và rất lớn. Chụp hình ban đêm bao đẹp, chụp ban ngày không đẹp bằng. Tuyệt nhất ở màn hình to, không mất hình do camera giọt nước. Cảm biến vân tay rất nhạy. Tóm lại so với mình, điện thoại này tốt trong tầm giá.",4,28/03/2020,{SCREEN#Positive};{CAMERA#Neutral};{FEATURES#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};
1406,"Pin trâu, các thao tác mượt , chơi game cũng đc có đôi khi bị đơ, camera sau ổn nhưng bắt wifi có lúc yếu. Nói tóm lại là máy ổn trong tầm giá",5,5/6/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Neutral};{PRICE#Neutral};{GENERAL#Positive};
1407,Tất cả đều ok tốt nhug sóng sánh k dc ok.bắt wifi 3g yêu nên chơi game hay bí mật kết nói tôi khi kết nói dc thì thưa r.mặc dù sát bên cực wifi.m chỉ chơi game hago thời chứ k chơi game nặng,4,17/05/2020,{FEATURES#Negative};{PERFORMANCE#Neutral};{GENERAL#Positive};
1408,Sài dc 4 tháng . Màn hình chớp nháng liên lục. Tự mở tự tắt . Khi thì 2 ngày làm lại . Khi thì 2 giây. Nói chung là quá tệ . Samsung bây giờ ko còn như trước. Nên xem lại.,2,1/3/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};
1409,"Lỗi camera , lỗi vân tay một sản phẩm  chạy theo xu hướng k được hoàn hảo ... Cần đính chính lại",1,4/6/2020,{CAMERA#Negative};{FEATURES#Negative};{SER&ACC#Negative};
1410,Máy chỉ lượt wed mà đơ giật kính khủng không mượt.pin không cầm.phải sắc hoài.đợi mấy khác thì lo khá nhịu.nói chung quả thật vòng.,1,7 ngày trước,{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
1411,"Máy mượt, nhưng sao chơi game mobi lengends bị lạng quá. Camera nét. Pin xài tốt",3,12/8/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};
1412,"Mới mua mấy ngày 4tr990, giờ còn 4tr490. Sad quá.
Pin trâu, chiến game tốt, tầm giá này không có đối thủ.",5,10/8/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Negative};{GENERAL#Positive};
1413,Y19 này lên đuoc android 10 chưa vậy sao mới cập nhật phiên bản 1.9.7 nó háo pin và bị lôi nhiều quả vậy khôi phục cái đất gốc 3 lần rồi vẫn kg khắc phục được vậy. Phiên bản mới nhất của mấy này là phiên bản nào vậy . Phiên bản 1.9.7 có là phiên bản mới nhất hay kg,4,7/1/2020,{PERFORMANCE#Negative};{OTHERS};
1414,Tệ k còn máy nào sánh bằng.... Mua con này t thà mua mấy con máy itel hơn 1triệu dùng còn ngon hơn gấp trăm lần,1,6/1/2020,{GENERAL#Negative};
1415,"Pin ảo, dùng mau tụt pin
Máy không bật loa ngoài thì gọi không nghe được
Chán thật",2,2 tuần trước,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Negative};
1416,"Phát sinh lỗi liên tục. Lúc thì cảm biến tiệm cận bị vấn đề gọi điện màn hình tự tắt ko thể tắt cuộc gọi được. giờ thì sạc pin máy liên tục báo quá nóng mặc dù sạc trong phòng lạnh, những đt khác không báo gì. Camera rất xấu, màn hình độ sáng yếu. Ko bao giờ mua lần 2",1,22/04/2020,{SCREEN#Negative};{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
1417,"Mình ra TGDD để định mua Iphone 11 pro max 64Gb, mà ra thấy Note 10+ đẹp quá, bộ nhớ tới 256 Gb, chụp hình góc rộng như Iphone 11, còn được giảm 3 triệu nên mua Note 10+ luôn, máy có màn hình cong nên đẹp hơn, tai nghe kèm máy nghe nhạc rất hay,... nói chung rất ưng ý, không hối hận khi chuyển sáng Note 10+.",5,23/12/2019,{CAMERA#Positive};{STORAGE#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
1418,"Máy quá nóng , xài 1lúc là nóng muốn bỏng tay . chơi game hay bị lag . tuột pin lẹ",1,16/05/2020,{BATTERY#Negative};{PERFORMANCE#Negative};
1419,"Máy bo châc chắn , thiết kế đẹp , bàn phím chắc chăn , có phím chỉnh nhạc , font chữ lơn , chuông to , giá rẻ",5,16/11/2018,{FEATURES#Positive};{DESIGN#Positive};{PRICE#Positive};
1420,"Mới lấy lúc sáng.Cảm nhận đầu tiên khi sử dụng
Thiết kế khá bắt mắt
Màn hiển thị đẹp
Chụp ảnh đẹp
Máy dùng rất mươt 
Pin tụt hơi nhanh bù lại máy có chế độ sạc nhanh",4,27/07/2020,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Negative};{PERFORMANCE#Positive};{DESIGN#Positive};{OTHERS};
1421,Chính tay mk bóc tem cái máy cảm giác rất tuyệt vời ko còn j bàn cãi hơn Quá tuyệt vời so với tầm giá các bạn ơi,5,3/4/2020,{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
1422,"Game mượt, pin ổn, mà camera tệ so với thông số để cao, 64mp và 32mp mà thua xa 12mp và 8mp trên con ss s8. Nếu ai mua để chụp ảnh thì nên suy nghĩ lại thông số camera cao mà ảo",4,20/05/2020,{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};
1423,Dùng tạm được đoi với ai không có yêu cầu cao.man hình TFT LCD hiển thị không rõ nét,3,15/06/2020,{SCREEN#Negative};{GENERAL#Neutral};
1424,"Sản phẩm tốt. Dùng mượt mà, dùng lâu nhưng không nóng máy. Rất đáng đồng tiền bát gạo",5,3 tuần trước,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};
